customer_id,interaction,uid,city,state,country,zip,lat,lng,population,area,job,children,age,income,marital,gender,churn,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,contract,port_modem,tablet,internet_service,phone,multiple,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,day_time,year,bandwidth_gb_year
J118805,8e36d58d-6648-4311-ae8f-6549decdc24b,856908cfa32e60c70bbc594579b68a59,Point Baker,AK,Prince of Wales-Hyder,25639,37.9799,-121.3129,344,Urban,"Civil engineer, consulting",3,37,26049.03,Divorced,Male,No,14.69431857,15,2,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,No,Electronic Check,7.443067222,174.975543,Evening,2021,1190.580006
W195495,d9062ce1-0c86-4129-86bf-4cb7eb342d97,2f7621c5acb833f1f85edc809dd86f9f,Needville,OR,San Diego,14478,42.22068,-91.19722,1526,Rural,Further education lecturer,0,40,37475.72,Married,Male,No,7.09874,8,2,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Bank Transfer(automatic),4.527648,129.9915,Afternoon,2021,1190.326671
T380611,5214aa19-c1b0-4ac3-8282-2c6839ab2d02,c0ad06b3f15d528453c375d1c26108d7,Point Baker,AK,Fort Bend,85286,39.45072,-106.417,42979,Rural,Barrister,1,36,40437.45,Separated,Male,No,9.928535,10,0,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,10.61246,167.4564,Afternoon,2022,1190.056958
X299129,f1e89f1d-2bc4-4cc9-ae3e-9cec6bf8c5f0,097fa184d7461ce4d9a3c10fbfa9b2db,Point Baker,MI,San Diego,98404,44.30832,-107.5262,35100,Suburban,Publishing rights manager,0,61,31466.9,Married,Male,No,6.187489206,11,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,No,Bank Transfer(automatic),11.69875604,147.473844,Morning,2021,1189.578203
S596844,b8d06fc7-abef-4771-949e-bc2b5fe645ff,bd4083619c80d3f06d57df88bfd41cac,West Branch,TX,Fort Bend,63666,34.89923,-92.14142,110,Suburban,Records manager,1,87,35060.94,Separated,Female,No,10.74985413,18,2,1,No,Two Year,No,No,DSL,Yes,Yes,No,No,No,No,No,Yes,Yes,Electronic Check,1.213704886,202.649979,Morning,2022,1189.549671
O903499,29866a36-f682-49fd-b57e-522e84085443,18445ab8c2e5b4a871d83fff7c18ffe3,Del Mar,OR,Ogemaw,80017,34.34947,-90.52248,36613,Rural,Database administrator,4,74,28507.21,Married,Female,No,8.654216,8,0,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Mailed Check,6.184122,94.97283,Afternoon,2022,1189.368234
P370643,2ce81f4e-b583-4edf-ac31-53c5bba36074,76a144b33619afea2aa8b93619cc16da,Point Baker,AK,San Diego,26541,33.01909,-96.61508,2713,Rural,Data scientist,1,27,29924.06,Married,Female,No,6.583497,11,2,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Electronic Check,3.592376,119.9568,Afternoon,2021,1189.261161
N975397,8c2cd8de-0370-4876-97e5-4e8a9522b7e7,af5ad981bdf327ebbf94e90d7a749692,Needville,TX,Prince of Wales-Hyder,10154,42.46799,-71.01441,0,Urban,"Editor, commissioning",2,89,34545.05,Widowed,Male,No,10.86219,9,0,0,Yes,One year,No,No,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,Bank Transfer(automatic),9.244926,184.967,Evening,2022,1189.201887
K886172,274a1d37-79cf-4e65-a500-233d8b9e853c,63c430d08df9c316c2491b874bc97519,West Branch,TX,Yamhill,45621,36.81786,-97.52226,309,Urban,Building services engineer,1,56,26131.54,Widowed,Female,No,10.39492135,11,1,0,No,Two Year,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,12.41932486,127.474951,Evening,2022,1188.311266
O924950,1441a2cc-a251-41ea-bf53-ff2248ca9458,dddb5aab1076a45f412c8fad5a3f50ae,Needville,AK,Prince of Wales-Hyder,8007,53.87601,-166.4745,5020,Urban,Patent examiner,8,80,37577.46,Separated,Male,No,13.80285,10,2,0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Credit Card (automatic),2.77885,245.147,Evening,2021,1187.8922
S258368,d1ac569d-6973-490b-b422-30c18862b565,bb6c053d839768df35e9eed6c1302018,West Branch,MI,Fort Bend,98446,37.47284,-75.85797,10424,Suburban,Glass blower/designer,0,87,48476.58,Married,Male,No,12.13919,11,1,0,No,Two Year,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Electronic Check,2.051657,242.6106,Morning,2022,1187.716662
I962364,ad00e601-df72-4a27-99f4-807f26910e66,34096b8b5923e60ae7b790d76eb8abe5,Point Baker,AK,Ogemaw,66048,42.10683,-71.63236,36172,Rural,Charity officer,4,23,8626.93,Never Married,Female,No,13.16243,12,2,1,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,Yes,Mailed Check,8.333131,172.4624,Afternoon,2022,1187.710162
L233231,6c9faf10-ebde-4479-a5a5-2f8c543525ef,580c77b484bc86996d4ef05503b9a75e,Del Mar,TX,Yamhill,54618,39.17533,-76.67323,2306,Suburban,Higher education lecturer,2,73,51848.11,Separated,Male,No,4.307800217,11,0,0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Electronic Check,6.57513059,242.628057,Morning,2021,1187.692793
Z411399,29ca3b26-1b19-44c7-8291-cf140d8a451e,75be9b84a4fee30b429e09ce6de96f1b,Point Baker,TX,Prince of Wales-Hyder,82240,60.41451,-151.0034,10489,Rural,Production engineer,4,20,10325.85,Divorced,Female,No,9.491469,11,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),4.51753,252.6378,Afternoon,2022,1187.095148
V996819,568257ee-dc6a-4abf-88bc-23a4ddf09229,c11329f8d9c57a74a30803ff9650eb85,Yamhill,CA,Prince of Wales-Hyder,41560,26.52511,-80.06281,183,Urban,Investment analyst,1,24,38136.49,Divorced,Female,No,11.94896,11,2,0,No,Two Year,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Credit Card (automatic),8.11277,174.991,Evening,2022,1186.8504
F239052,6a8f6457-6bbd-438a-9719-512aafc794d2,b3fcca751ea726c40e5878c3692402cf,Point Baker,TX,Ogemaw,35764,42.22068,-91.19722,497,Rural,Agricultural engineer,1,60,31574.68,Separated,Male,No,5.49158,14,0,0,Yes,One year,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),3.921335,184.9496,Afternoon,2022,1186.812133
K900916,6ed4c334-deda-4bc5-946e-2ed85dda384b,7e8e8130af7a3408fcbb206407d36d12,West Branch,MI,Ogemaw,93263,29.42526,-82.62331,21572,Rural,Adult nurse,0,34,29321.34,Never Married,Male,No,11.6262,15,1,0,No,Month-to-month,No,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),4.995373,265.1283,Afternoon,2022,1186.556596
C624351,85d2c6dd-009a-4458-b1d0-5e0b474547b7,bfb4732a223ef964ca0ab3d03f990591,Point Baker,MI,Ogemaw,45054,41.11526,-83.99906,2926,Urban,Training and development officer,9,38,47347.97,Divorced,Male,No,8.141997,10,0,0,Yes,One year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Credit Card (automatic),5.429608,252.6378,Evening,2021,1186.544217
W909052,6463d1fe-8a36-4b20-8ea1-0d1a1effcd10,c49180ed3cdf87de3658336ba4fafec1,Needville,OR,Yamhill,10039,22.15738,-159.5447,27726,Suburban,Solicitor,0,54,44057.85,Divorced,Female,No,6.666141762,6,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Electronic Check,6.5443199,242.628057,Morning,2022,1185.892988
D18475,f2b8c742-7ea1-415b-98fa-1fd5dd5fe401,7c0ff29f4a163d027bf1fccc35e8ef03,Needville,OR,San Diego,73121,39.56751,-74.98473,3558,Suburban,"Geologist, wellsite",2,89,26175.98,Never Married,Female,No,13.23246,17,0,1,No,Two Year,No,No,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Credit Card (automatic),7.283366,139.9512,Morning,2022,1185.85182
K713324,ff0c8275-a9e5-4fec-a9e0-ff0eff00c1c7,3d265426973c8b9b3ca6950550b61ab4,Del Mar,CA,Fort Bend,95485,36.31716,-85.20188,2688,Urban,Mental health nurse,1,34,71603.66,Married,Male,No,13.82562816,15,0,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Electronic Check,8.831489129,152.502178,Evening,2022,1185.69317
R434150,3af33b35-bd4b-4a94-b18e-f9e384ff3d1c,511ba9b214a5550273ffaba608139290,Del Mar,TX,San Diego,38131,40.23468,-104.9994,0,Suburban,Land,1,70,23803,Separated,Female,No,7.350413,11,4,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Electronic Check,7.03957,204.9634,Morning,2021,1185.478786
P486988,866eae30-8467-489e-a980-14d05c57846c,e3e0ef34ad1f661f62fd7e7df5939cae,Needville,CA,Ogemaw,86433,36.18377,-79.80762,0,Rural,"Nurse, learning disability",2,63,43184.08,Separated,Female,No,4.272572,10,1,0,No,One year,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Electronic Check,7.128376,129.9598,Afternoon,2022,1185.421568
Q674118,ce4adbc2-352d-44bb-a23d-d440edc1f0df,1acb4f3394c503e94044f1deba3a2e78,West Branch,MI,San Diego,31007,41.99465,-72.45212,1132,Rural,Occupational therapist,4,65,9612.82,Never Married,Nonbinary,Yes,9.329583,12,0,1,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Electronic Check,12.57563,124.9781,Afternoon,2022,1185.107111
L287625,b05254c0-fe4c-4966-9e18-1b44e9f51ea0,6ab2f6cc60619d21709e0e8071adff54,Yamhill,TX,Fort Bend,68004,42.91404,-78.86606,946,Rural,Clinical psychologist,0,36,64284.53,Widowed,Female,No,6.063243,8,1,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Mailed Check,6.84336,137.4698,Afternoon,2022,1184.335827
K43726,c44dad11-d19d-4640-91ae-7ea1efd8d5c1,86f1db1476b7f4be240d5514249f99a5,Needville,CA,Yamhill,75494,33.76543,-117.9694,9489,Urban,Counselling psychologist,0,30,15693.82,Divorced,Male,No,10.0764,8,0,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,No,Bank Transfer(automatic),9.594746,117.5152,Evening,2021,1183.953112
G06529,6a665802-6efd-43cc-b8f4-d11040950592,017029a868880cd23d6acc0e126b0cf0,Needville,CA,Ogemaw,55071,33.87927,-117.9617,5684,Rural,Pension scheme manager,0,31,48432.85,Never Married,Female,No,4.63584,13,3,1,Yes,Two Year,No,No,DSL,Yes,Yes,No,Yes,No,Yes,No,No,No,Electronic Check,1.925345,194.9663,Afternoon,2021,1183.751805
F856239,4de706f8-200e-4cbe-b8ae-7633b14b0b2a,928a2371f8e9a2afb7540b9dd8d6fd42,Del Mar,OR,San Diego,71441,33.53908,-110.7535,501,Urban,"Engineer, structural",3,69,48219.15,Married,Female,No,7.933312,15,0,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Mailed Check,6.186874,194.9525,Evening,2021,1183.666028
W664355,df8d977b-30c1-4631-839f-facbbc54cbbc,f805181349a01f6c4318c850ea9bfb47,Yamhill,AK,Prince of Wales-Hyder,60457,40.0042,-85.385,14018,Urban,Economist,1,68,20186.89,Widowed,Female,No,9.811647,7,3,0,Yes,One year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Electronic Check,10.02603,162.4937,Evening,2022,1183.503581
B682234,8508da99-4d99-4a01-8c07-414a81309f1e,76fa29d0658d59ebf7d249ee5fd452b0,Needville,TX,Fort Bend,29047,33.79472,-96.72168,3263,Suburban,Building surveyor,5,61,13138.02,Separated,Female,No,12.50981,13,1,1,No,One year,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Credit Card (automatic),7.5636,187.656,Morning,2021,1183.25467
Z495429,ac30e0f0-055a-41ff-a4dd-a86088959847,2f4752c89981db784c32e7d9c419f7e0,Point Baker,OR,Ogemaw,93541,28.03838,-82.39272,226,Suburban,Toxicologist,2,83,24875.19,Divorced,Male,Yes,9.319944,18,1,1,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,8.794478,117.4858,Morning,2021,1182.278269
Y292243,38155981-d4f1-45d2-95d6-3618bac7fa49,c7558715ef00f70e1244de8f77591143,Del Mar,OR,Prince of Wales-Hyder,44653,39.81669,-82.4995,673,Urban,Arts administrator,1,87,41531.03,Separated,Female,No,7.045552801,10,0,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Mailed Check,7.007695148,142.482694,Evening,2022,1181.991846
B626230,1fb47526-8485-404f-a393-fc457bec1b28,574f66f464121678fc5cd17d27bede0f,Yamhill,OR,Prince of Wales-Hyder,56098,39.86758,-75.18512,2018,Rural,Dealer,2,42,30891.62,Married,Female,No,10.46074,11,1,0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,No,Bank Transfer(automatic),10.44121,127.4958,Afternoon,2021,1181.546499
Z668723,92b40290-e8f9-43d2-85a3-bf3eb0dcd1f1,8ed79bdcc0bd85fd782c6181258220a1,Point Baker,OR,Ogemaw,46065,37.97556,-93.38123,3499,Rural,Chemical engineer,0,45,4280.65,Married,Male,No,12.80286,12,1,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Yes,Credit Card (automatic),8.487326,162.4526,Afternoon,2022,1181.038508
F603571,711e30b8-e4c9-47b9-9bf5-8db1d86dcb6f,5b929968c100a1cbcc742dd180b11b14,Needville,OR,San Diego,69025,33.88688,-93.11776,1126,Suburban,Tourism officer,3,22,25877.54,Married,Female,Yes,8.018422,19,4,0,Yes,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Bank Transfer(automatic),6.039499,124.9607,Morning,2021,1180.763502
A41212,d8474f31-f56b-4993-bc5d-3ad530f58626,e620e95986cf65f8d848503b5cd31776,Point Baker,CA,Yamhill,71922,46.54476,-89.37258,64,Rural,Best boy,2,37,19184.88,Divorced,Female,Yes,6.589354,7,1,2,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),8.752114,147.4738,Afternoon,2022,1180.747336
E243720,274a6a26-d091-4dda-8041-3953ba6ab471,795065b868c344b64eb367b36120d8d4,West Branch,TX,Fort Bend,783,35.19069,-106.4989,33372,Rural,Adult guidance worker,4,56,18342.12,Separated,Male,No,6.68082638,15,1,0,No,One year,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,No,Electronic Check,10.52199781,149.962093,Afternoon,2021,1180.588788
U176935,81f67d87-83f3-4c71-93dc-0aba0e9f102e,8d996956df2f55077983c3b5b0a30326,Del Mar,MI,San Diego,15697,38.89744,-75.52018,2886,Suburban,"Education officer, community",1,30,13500.74,Never Married,Female,No,10.85047,12,1,0,Yes,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,Yes,Bank Transfer(automatic),9.448515,179.9656,Morning,2021,1180.250198
O534672,ce287588-baa4-413a-9a80-bcc27a5df679,42bfbe54f09a02a99c46085b046c966e,West Branch,MI,San Diego,33426,46.60493,-91.79233,23155,Suburban,Teaching laboratory technician,0,68,50150.81,Separated,Female,No,6.6769165,14,2,0,No,One year,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Bank Transfer(automatic),2.485229169,172.456745,Morning,2021,1179.782483
L736665,d6a9bcd3-1ebe-4dd0-bb3f-022c9adc8c3f,3fd8e4877daaa8bb167d4acfda4b01f8,Needville,AK,San Diego,46048,35.19355,-76.6693,2191,Urban,Exhibition designer,3,67,50160.82,Widowed,Female,No,8.386358,11,1,0,Yes,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic Check,13.17391,127.4958,Evening,2022,1179.636227
Z680350,0ddda6f9-3748-4495-b7d7-d1d57aca6465,3f21b5f8492619b6582a5571ecc86d5b,Del Mar,MI,Fort Bend,16748,34.29029,-78.69973,2680,Rural,"Engineer, energy",1,86,55836.3,Separated,Female,No,10.29493,13,3,1,No,Month-to-month,No,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,No,Electronic Check,5.423869,184.9496,Afternoon,2021,1179.381802
S297468,a04be14c-2d36-44fd-8d1c-45e78b9f7228,45572e06beed8cf237239472ac468e20,Del Mar,MI,Ogemaw,46957,48.63236,-96.89651,612,Suburban,International aid/development worker,1,23,12382.36,Never Married,Male,No,7.258759,11,1,0,Yes,One year,No,No,DSL,Yes,No,No,No,No,Yes,Yes,Yes,No,Mailed Check,1.598259,107.4958,Morning,2022,1179.03962
H572770,f565e64b-7807-45f7-a0a7-db0584b44791,d2627fa4fcdc96fc8f5dae8c8d7c33cf,Yamhill,CA,Yamhill,10532,34.88671,-81.02081,4968,Rural,Neurosurgeon,0,85,43010.56,Separated,Male,No,8.116261,16,1,1,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,Yes,Electronic Check,12.9765,149.9598,Afternoon,2021,1178.979911
L357076,04d01135-2e94-4bfa-8554-9cb41027d293,a8dab4e18dbe03cb4388eb9e4efeddd5,Point Baker,OR,Prince of Wales-Hyder,83332,30.96922,-85.19415,2705,Suburban,"Research officer, trade union",8,37,14638.17,Separated,Female,No,9.713763237,18,1,0,No,One year,No,No,DSL,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Electronic Check,2.497790261,172.470522,Morning,2021,1178.564131
G922869,a52e0bc6-dcbe-442f-a200-58947046f1e2,512e9c11a259f88d32cc755a448e3df0,Del Mar,CA,Ogemaw,82007,41.35057,-85.25134,21434,Suburban,"Designer, jewellery",0,51,44316.41,Separated,Male,No,15.26191649,10,0,0,No,One year,No,No,DSL,No,No,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,4.440328327,172.440432,Morning,2022,1178.437008
X494393,9b95491c-9d03-4d65-83a8-0af9f9710b9b,bdb3dd68efcc3090e87af3d09998210a,Yamhill,TX,Yamhill,71753,46.98809,-96.21221,16902,Suburban,Professor Emeritus,2,77,53235.48,Widowed,Female,No,5.432771,12,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Credit Card (automatic),8.182907,172.4871,Morning,2022,1178.372362
A886067,67d23381-639b-43a9-82a3-f33e4136b274,7d99ca7267cd18bbf8926d3adaabd7f0,Needville,AK,Yamhill,35043,33.11479,-87.13924,11461,Suburban,Fine artist,0,43,23638.05,Divorced,Female,No,7.073792,17,0,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,No,Bank Transfer(automatic),5.493065,242.6143,Morning,2021,1178.136437
P591493,b0beb9f7-b645-4876-b9d6-f0429a59117a,d4a00b71d4004eda57eee6072a2d6553,Point Baker,CA,Fort Bend,73034,44.42853,-75.37088,44647,Rural,"Designer, textile",8,81,85742.06,Divorced,Female,No,11.00921312,12,1,0,Yes,Two Year,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Mailed Check,6.357562637,152.510442,Afternoon,2021,1178.057753
U961945,3227a4bb-a822-4be9-97e1-7691ced6eb6e,95333510f3fa20194cd931251d570553,Yamhill,OR,Fort Bend,69334,40.33031,-84.38174,1911,Rural,Environmental education officer,3,41,74249.58,Widowed,Female,No,8.414471,14,1,1,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),3.230823,184.9496,Afternoon,2022,1178.011696
F990377,b3245172-4f3d-49b0-8a37-5dd131812a25,b34e8094bdb94ff5374d9ae2a20a31d3,West Branch,MI,Ogemaw,98029,26.45428,-80.1345,28727,Urban,"Surveyor, building control",8,44,14007.48,Never Married,Male,No,10.31682421,12,1,0,No,Two Year,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,No,Bank Transfer(automatic),9.098041235,172.44408,Evening,2022,1177.993259
W415781,20d293f1-6131-4ae6-89bc-8146bac8adb1,8569ec9f92b8bb1dd4c1190277048710,Yamhill,AK,Yamhill,62903,39.29691,-81.06213,3211,Urban,Sports coach,1,65,57778.05,Separated,Male,Yes,12.1464948,10,2,0,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Electronic Check,6.867358844,207.638588,Evening,2022,1177.735155
N309726,c45f9efc-c7d0-454f-99c1-abe2edc8b496,87b67520c2bc05ac305f539e175fcb58,Yamhill,CA,Prince of Wales-Hyder,84649,39.08422,-94.58485,996,Suburban,Sales executive,3,82,29906.71,Widowed,Female,No,6.924593,13,1,1,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),7.755991,242.6326,Morning,2022,1177.660151
B133081,ce8bd853-cdbe-479f-bd40-ba8574684a07,3567c62019732ef8e30e413243b7edfc,West Branch,AK,San Diego,25180,40.85679,-94.07581,100,Suburban,Occupational psychologist,0,35,38418.96,Divorced,Male,No,11.41893,12,2,0,No,Month-to-month,No,No,DSL,Yes,No,No,Yes,No,No,No,No,No,Electronic Check,5.97747,127.4783,Morning,2021,1177.477272
S735536,884cdb15-f384-4dd9-bd61-b14c10cea4f9,988368129c6ce4c5409ac2065be01be4,Del Mar,AK,Fort Bend,17241,36.52745,-95.74127,11910,Suburban,Dentist,2,56,24260.11,Married,Female,No,10.1263974,12,1,1,Yes,One year,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Yes,Credit Card (automatic),5.836790126,147.456419,Morning,2022,1177.455135
S199884,41b01f99-264b-4b0e-8765-43a946c55fcd,b55fae7ad0c25d8ba2686b30cb339d86,West Branch,CA,Yamhill,33321,42.99874,-93.19417,47974,Suburban,Product designer,1,30,19713.67,Separated,Male,No,11.38017,10,0,1,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,No,Mailed Check,6.472433,182.49,Morning,2021,1176.899402
V211089,21e01be1-9bad-45af-8948-041fb7b27a6c,03d7ffa16f188544cebd3fa739bef447,West Branch,AK,Fort Bend,13492,37.93472,-103.1665,11268,Suburban,Environmental education officer,4,45,75255.33,Separated,Male,No,12.69621,12,1,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Mailed Check,10.50995,114.9658,Morning,2021,1176.673652
W269326,bb83ee46-69db-427b-8f24-cc4a61f20d18,af8576654885dea010127b78cd16dba0,Yamhill,OR,San Diego,61070,31.75285,-81.6085,1503,Rural,Printmaker,4,84,21808.87,Separated,Male,No,10.46391733,19,1,0,No,Two Year,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Electronic Check,2.38395716,222.628057,Afternoon,2022,1176.40624
Z129976,841d705d-64d6-4213-8e5a-b7736d07537b,f14f449acc26724ae06204d4e5d9cb5c,Del Mar,TX,Fort Bend,58849,35.33546,-87.26637,790,Urban,Orthoptist,1,60,18205.32,Widowed,Female,No,12.47818,12,2,0,No,One year,No,No,Fiber Optic,Yes,No,No,No,No,Yes,No,No,No,Credit Card (automatic),9.759887,172.4733,Evening,2021,1175.631327
D553060,0c0accb5-0d4e-4d41-b3c5-850339a74c5b,5f1c40a643210d2ea5354b04ea3ac0ad,Point Baker,TX,Prince of Wales-Hyder,39335,28.39201,-82.65806,3067,Suburban,"Development worker, international aid",6,80,6960.12,Widowed,Nonbinary,No,10.52956,10,3,0,No,Month-to-month,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),13.16047,104.9923,Morning,2022,1175.542116
L15627,c489490c-4264-4d01-9f8c-8403baa821ce,d174f018dd53d92f09288fd76d0bfa72,Yamhill,TX,Prince of Wales-Hyder,97386,39.06589,-78.0332,14119,Urban,English as a foreign language teacher,1,37,13342.18,Divorced,Female,No,6.544685,9,2,1,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,No,No,Bank Transfer(automatic),9.710957,139.9678,Evening,2021,1175.07987
D981634,577ce622-33c8-41ec-9e96-ef5c82ebf70c,cca762a0fc632463ccc142666a024908,Needville,AK,Fort Bend,29665,38.81503,-86.64715,140,Rural,"Radiographer, therapeutic",4,24,29604.72,Never Married,Male,No,10.56558,13,1,1,No,Two Year,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),9.453234,182.4538,Afternoon,2021,1174.54568
E475299,47774bb8-8fde-463c-b491-bd97b35b6d71,1c48e9b1667b2f741e89b94598e744be,West Branch,OR,Ogemaw,52305,39.83089,-105.3151,586,Rural,Metallurgist,0,80,32964.42,Never Married,Female,No,6.794031,12,1,0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Mailed Check,10.58401,184.967,Afternoon,2021,1174.511172
Q154739,80e23141-e361-4716-9fb3-c2777855eeb6,b54d000cade41b599fe45c054b882915,Point Baker,TX,Yamhill,75693,37.34837,-79.42701,7122,Urban,Retail banker,1,47,165151.02,Divorced,Male,No,11.17549194,11,0,1,Yes,Month-to-month,No,No,DSL,Yes,No,No,Yes,No,No,Yes,No,No,Credit Card (automatic),6.267383901,127.442069,Evening,2022,1174.414663
C209549,eefb304c-40dd-43c4-856c-12a18afd0d62,f5961a44d32937dc7864f36bf95ece6f,West Branch,CA,Prince of Wales-Hyder,50063,31.04007,-82.76737,2469,Urban,Manufacturing systems engineer,1,53,4033.46,Married,Female,No,8.615047,14,1,0,No,Two Year,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Credit Card (automatic),3.523461,197.484,Evening,2022,1173.915894
R729456,3868983d-70c1-44b8-83d5-ac13768521f8,23c44c986270a7a7d3e93743fb857799,Point Baker,CA,Prince of Wales-Hyder,63964,38.11261,-85.08901,559,Rural,Holiday representative,1,19,41311.01,Widowed,Female,No,6.680449508,13,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),4.06047424,210.156274,Afternoon,2021,1173.76564
Y184122,ce0d127a-7686-4d5b-8ec9-a3ca3b4c9b61,c8a5dbd92da6b34f8872bd2a5bd8cdf0,Del Mar,AK,San Diego,83212,37.63357,-98.77254,110,Urban,Textile designer,2,34,29907.64,Divorced,Male,No,9.891516764,14,2,1,No,Two Year,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Electronic Check,11.78880203,147.442069,Evening,2022,1173.669727
